Name,Rating,Release_date,Genres,Director_name,Runtime,URL
Army of Thieves,69.0,10/29/2021,"Crime,Comedy",Matthias Schweighöfer,2h 7m,https://themoviedb.org/movie/796499
Fly Me Away,69.0,05/19/2021,"Comedy,Drama",Christophe Barratier,1h 33m,https://themoviedb.org/movie/783558
The Privilege,50.0,02/09/2022,Horror,"Katharina Schöde,Felix Fuchssteiner",1h 47m,https://themoviedb.org/movie/926980
Toy Story,80.0,11/22/1995,"Animation,Adventure,Family,Comedy",John Lasseter,1h 21m,https://themoviedb.org/movie/862
The Forever Purge,72.0,07/02/2021,"Horror,Action,Thriller",Everardo Gout,1h 43m,https://themoviedb.org/movie/602223
Apex,54.0,11/25/2021,"Action,Thriller,ScienceFiction",Edward Drake,1h 48m,https://themoviedb.org/movie/763164
Harry Potter and the Deathly Hallows: Part 2,81.0,07/07/2011,"Fantasy,Adventure",David Yates,2h 10m,https://themoviedb.org/movie/12445
After We Collided,73.0,09/02/2020,"Romance,Drama",Roger Kumble,1h 45m,https://themoviedb.org/movie/613504
West Side Story,72.0,12/10/2021,"Drama,Romance,Crime",Steven Spielberg,2h 37m,https://themoviedb.org/movie/511809
S.O.S. Mamis: La película,59.0,03/18/2022,Comedy,Gabriela Sobarzo,1h 45m,https://themoviedb.org/movie/949218
The Maze Runner,72.0,09/18/2014,"Action,Mystery,ScienceFiction,Thriller",Wes Ball,1h 53m,https://themoviedb.org/movie/198663
Fantastic Beasts: The Crimes of Grindelwald,69.0,11/16/2018,"Adventure,Fantasy,Drama",David Yates,2h 14m,https://themoviedb.org/movie/338952
Hacksaw Ridge,82.0,10/07/2016,"Drama,History,War",Mel Gibson,2h 19m,https://themoviedb.org/movie/324786
Spider-Man: Homecoming,74.0,07/07/2017,"Action,Adventure,ScienceFiction,Drama",Jon Watts,2h 13m,https://themoviedb.org/movie/315635
Undisputed III: Redemption,75.0,05/22/2010,"Action,Thriller",Isaac Florentine,1h 36m,https://themoviedb.org/movie/38234
Dynasty Warriors,64.0,04/27/2021,"Action,Adventure,Fantasy",Roy Chow Hin-Yeung,1h 58m,https://themoviedb.org/movie/525660
Dangerous,62.0,11/05/2021,"Action,Thriller",David Hackl,1h 39m,https://themoviedb.org/movie/763788
"Monsters, Inc.",78.0,11/01/2001,"Animation,Comedy,Family",Pete Docter,1h 32m,https://themoviedb.org/movie/585
The Pirates: The Last Royal Treasure,67.0,01/26/2022,"Action,Adventure,Comedy,History",Kim Joung-hoon,2h 6m,https://themoviedb.org/movie/591120
Witch Hunt,71.0,10/01/2021,"Fantasy,Horror,Thriller,Drama",Elle Callahan,1h 32m,https://themoviedb.org/movie/670429
Trolls Holiday in Harmony,75.0,11/27/2021,"Animation,Fantasy,Family","Sean Charmatz,Tim Heitz",30m,https://themoviedb.org/movie/896221
Amina,65.0,11/04/2021,"War,History,Drama",Izu Ojukwu,2h,https://themoviedb.org/movie/885110
Wonder Woman 1984,66.0,12/25/2020,"Action,Adventure,Fantasy",Patty Jenkins,2h 31m,https://themoviedb.org/movie/464052
Avengers: Age of Ultron,73.0,04/24/2015,"Action,Adventure,ScienceFiction",Joss Whedon,2h 21m,https://themoviedb.org/movie/99861
Spider-Man: Far From Home,75.0,07/04/2019,"Action,Adventure,ScienceFiction",Jon Watts,2h 9m,https://themoviedb.org/movie/429617
Ava,57.0,09/25/2020,"Action,Crime,Drama,Thriller",Tate Taylor,1h 36m,https://themoviedb.org/movie/539885
Ava,60.0,06/21/2017,Drama,Léa Mysius,1h 46m,https://themoviedb.org/movie/453354
Sinkhole,71.0,08/11/2021,"Comedy,Drama",Kim Ji-hoon,1h 53m,https://themoviedb.org/movie/623135
Top Gun: Maverick,0.0,05/27/2022,"Action,Drama",Joseph Kosinski,2h 11m,https://themoviedb.org/movie/361743
Deadpool,76.0,02/12/2016,"Action,Adventure,Comedy",Tim Miller,1h 48m,https://themoviedb.org/movie/293660
Crazy Fist,70.0,05/06/2021,Action,Qing Guo,1h 37m,https://themoviedb.org/movie/859041
Without Saying Goodbye,68.0,03/18/2022,"Comedy,Romance",Bruno Ascenzo,1h 36m,https://themoviedb.org/movie/944664
Better Nate Than Ever,68.0,04/01/2022,"Music,Family,Comedy",Tim Federle,1h 32m,https://themoviedb.org/movie/826953
A Quiet Place Part II,76.0,05/28/2021,"ScienceFiction,Thriller,Horror",John Krasinski,1h 37m,https://themoviedb.org/movie/520763
Harry Potter and the Deathly Hallows: Part 1,78.0,11/19/2010,"Adventure,Fantasy",David Yates,2h 26m,https://themoviedb.org/movie/12444
It Chapter Two,69.0,09/06/2019,"Horror,Fantasy",Andy Muschietti,2h 49m,https://themoviedb.org/movie/474350
Real Steel,69.0,10/06/2011,"Action,ScienceFiction,Drama",Shawn Levy,2h 7m,https://themoviedb.org/movie/39254
Motherly,71.0,09/21/2021,"Thriller,Horror",Craig David Wallace,1h 30m,https://themoviedb.org/movie/768447
Moonshot,82.0,05/05/2022,"Comedy,Romance,ScienceFiction",Christopher Winterbauer,1h 44m,https://themoviedb.org/movie/767825
The Amazing Spider-Man 2,65.0,05/02/2014,"Action,Adventure,Fantasy",Marc Webb,2h 22m,https://themoviedb.org/movie/102382
Iron Man 2,68.0,05/07/2010,"Adventure,Action,ScienceFiction",Jon Favreau,2h 4m,https://themoviedb.org/movie/10138
"Yes, No, or Maybe Half?",69.0,12/11/2020,"Animation,Drama,Romance",Masahiro Takata,53m,https://themoviedb.org/movie/719088
The SpongeBob Movie: Sponge on the Run,76.0,08/14/2020,"Family,Animation,Fantasy,Adventure,Comedy",Tim Hill,1h 35m,https://themoviedb.org/movie/400160
Tom & Jerry,70.0,02/26/2021,"Comedy,Family,Animation",Tim Story,1h 41m,https://themoviedb.org/movie/587807
Jurassic Hunt,49.0,08/26/2021,"Action,ScienceFiction,Thriller",Hank Braxtan,1h 23m,https://themoviedb.org/movie/848278
The Lion King,83.0,10/10/1994,"Family,Animation,Drama","Rob Minkoff,Roger Allers",1h 29m,https://themoviedb.org/movie/8587
Digimon Adventure: Last Evolution Kizuna,78.0,02/21/2020,"Animation,Action,Thriller,Adventure,Fantasy",Tomohisa Taguchi,1h 34m,https://themoviedb.org/movie/571265
Charlie and the Chocolate Factory,70.0,09/01/2005,"Adventure,Comedy,Family,Fantasy",Tim Burton,1h 55m,https://themoviedb.org/movie/118
The Twilight Saga: Eclipse,62.0,06/23/2010,"Adventure,Fantasy,Drama,Romance",David Slade,2h 4m,https://themoviedb.org/movie/24021
After,72.0,04/12/2019,"Romance,Drama",Jenny Gage,1h 46m,https://themoviedb.org/movie/537915
Survive the Game,58.0,10/08/2021,"Action,Thriller,Crime",James Cullen Bressack,1h 37m,https://themoviedb.org/movie/787310
Shrek,77.0,05/18/2001,"Animation,Comedy,Fantasy,Adventure,Family","Andrew Adamson,Vicky Jenson",1h 30m,https://themoviedb.org/movie/808
Soul,82.0,12/25/2020,"Animation,Comedy,Fantasy,Family",Pete Docter,1h 41m,https://themoviedb.org/movie/508442
Jurassic World: Fallen Kingdom,66.0,06/08/2018,"Action,Adventure,ScienceFiction",J. A. Bayona,2h 9m,https://themoviedb.org/movie/351286
AINBO: Spirit of the Amazon,71.0,02/09/2021,"Adventure,Animation,Family,Fantasy",Richard Claus,1h 24m,https://themoviedb.org/movie/588921
Forever Out of My League,56.0,01/31/2022,"Romance,Comedy",Claudio Norza,1h 44m,https://themoviedb.org/movie/790525
Boyka: Undisputed IV,70.0,08/01/2016,"Action,Drama","Isaac Florentine,Todor Chapkanov",1h 27m,https://themoviedb.org/movie/348893
The Lovely Bones,70.0,01/15/2010,"Fantasy,Drama",Peter Jackson,2h 16m,https://themoviedb.org/movie/7980
Knowing,61.0,03/20/2009,"Action,Mystery,ScienceFiction,Thriller",Alex Proyas,2h 1m,https://themoviedb.org/movie/13811
Wish Dragon,81.0,01/15/2021,"Animation,Family,Comedy,Fantasy",Chris Appelhans,1h 39m,https://themoviedb.org/movie/550205
Midnight,71.0,06/30/2021,Thriller,Kwon Oh-seung,1h 40m,https://themoviedb.org/movie/628704
Thor: Ragnarok,76.0,11/03/2017,"Action,Adventure,Fantasy,ScienceFiction",Taika Waititi,2h 11m,https://themoviedb.org/movie/284053
The Wolf of Wall Street,80.0,12/25/2013,"Crime,Drama,Comedy",Martin Scorsese,3h,https://themoviedb.org/movie/106646
Gone Mom: The Disappearance of Jennifer Dulos,77.0,11/24/2021,"TVMovie,Thriller,Crime",Gail Harvey,1h 28m,https://themoviedb.org/movie/831223
Dragon Ball Z: Battle of Gods,68.0,03/30/2013,"Animation,Action,ScienceFiction",Masahiro Hosoda,1h 25m,https://themoviedb.org/movie/126963
Demonic,48.0,08/20/2021,"Horror,Thriller",Neill Blomkamp,1h 44m,https://themoviedb.org/movie/774021
KonoSuba: God's Blessing on this Wonderful World! Legend of Crimson,84.0,08/30/2019,"Animation,Adventure,Comedy,Fantasy",Takaomi Kanasaki,1h 30m,https://themoviedb.org/movie/532067
Black Water: Abyss,52.0,08/07/2020,"Horror,Thriller,Adventure,Mystery",Andrew Traucki,1h 38m,https://themoviedb.org/movie/522444
My Hero Academia: Two Heroes,80.0,08/03/2018,"Animation,Action,Adventure,Fantasy",Kenji Nagasaki,1h 36m,https://themoviedb.org/movie/505262
Your Name.,85.0,08/26/2016,"Romance,Animation,Drama",Makoto Shinkai,1h 46m,https://themoviedb.org/movie/372058
Halo Legends,74.0,02/16/2010,"Animation,War,Drama","Hiroshi Yamazaki,Megumi Shimizu,Mamoru Oshii,Tomoki Kyoda,Keiichi Sugiyama,Shinji Aramaki,Yasushi Muraki,Daisuke Nishio,Hideki Futamura,Toshiyuki Kanno,Hideki Nimura,Kouichi Mashimo,Kouji Sawai,Hiroyuki Kawasaki,Takahiro Tanaka",2h,https://themoviedb.org/movie/573531
The Conjuring,75.0,08/02/2013,"Horror,Thriller",James Wan,1h 52m,https://themoviedb.org/movie/138843
Descendants: The Royal Wedding,70.0,08/13/2021,"TVMovie,Animation,Comedy,Family,Drama",Salvador Simó,22m,https://themoviedb.org/movie/805411
Pokémon: Mewtwo Strikes Back - Evolution,67.0,07/12/2019,"Animation,Adventure,Fantasy,Action,Family","Motonori Sakakibara,Kunihiko Yuyama",1h 38m,https://themoviedb.org/movie/571891
Jurassic World,67.0,06/11/2015,"Action,Adventure,ScienceFiction,Thriller",Colin Trevorrow,2h 4m,https://themoviedb.org/movie/135397
Moon Knight,60.0,01/17/2019,Action,Caden Butera,17m,https://themoviedb.org/movie/580096
Shrek 2,72.0,08/20/2004,"Animation,Family,Comedy,Fantasy,Adventure","Andrew Adamson,Kelly Asbury,Conrad Vernon",1h 33m,https://themoviedb.org/movie/809
Roald Dahl's The Witches,65.0,10/29/2020,"Family,Fantasy,Adventure,Comedy,Horror",Robert Zemeckis,1h 46m,https://themoviedb.org/movie/531219
Venom,68.0,10/05/2018,"ScienceFiction,Action",Ruben Fleischer,1h 52m,https://themoviedb.org/movie/335983
Dragon Ball Z: Broly – The Legendary Super Saiyan,72.0,03/06/1993,"Animation,ScienceFiction,Action",Shigeyasu Yamauchi,1h 10m,https://themoviedb.org/movie/34433
Captain America: Civil War,74.0,05/06/2016,"Adventure,Action,ScienceFiction","Anthony Russo,Joe Russo",2h 27m,https://themoviedb.org/movie/271110
Monster Pets: A Hotel Transylvania Short,75.0,04/09/2021,"Animation,Comedy,Fantasy","Derek Drymon,Jennifer Kluska",6m,https://themoviedb.org/movie/813258
Big Hero 6,78.0,11/07/2014,"Adventure,Family,Animation,Action,Comedy","Chris Williams,Don Hall",1h 42m,https://themoviedb.org/movie/177572
Separation,57.0,04/30/2021,"Horror,Drama",William Brent Bell,1h 47m,https://themoviedb.org/movie/760195
The Haunting of Helena,56.0,06/21/2013,"Horror,Thriller","Christian Bisceglia,Ascanio Malgarini",1h 27m,https://themoviedb.org/movie/159211
Ice Age,73.0,05/03/2002,"Animation,Comedy,Family,Adventure",Chris Wedge,1h 21m,https://themoviedb.org/movie/425
Frozen II,73.0,11/22/2019,"Family,Animation,Adventure,Comedy,Fantasy","Jennifer Lee,Chris Buck",1h 43m,https://themoviedb.org/movie/330457
Legion,58.0,01/22/2010,"Horror,Action,Fantasy",Scott Stewart,1h 40m,https://themoviedb.org/movie/22894
The Little Mermaid,74.0,11/17/1989,"Animation,Family,Fantasy","John Musker,Ron Clements",1h 23m,https://themoviedb.org/movie/10144
Sator,54.0,07/21/2019,Horror,Jordan Graham,1h 25m,https://themoviedb.org/movie/611651
The Fate of the Furious,69.0,04/13/2017,"Action,Crime,Thriller",F. Gary Gray,2h 16m,https://themoviedb.org/movie/337339
Fifty Shades of Grey,59.0,02/13/2015,"Drama,Romance,Thriller",Sam Taylor-Johnson,2h 5m,https://themoviedb.org/movie/216015
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,81.0,09/14/2021,"Animation,Comedy,Mystery,Family,Fantasy",Cecilia Aranovich,1h 12m,https://themoviedb.org/movie/843906
Goblin Slayer: Goblin's Crown,76.0,02/01/2020,"Animation,Adventure,Action,Fantasy",Takaharu Ozaki,1h 25m,https://themoviedb.org/movie/631132
Hilda and the Mountain King,76.0,12/30/2021,"Animation,Adventure,Fantasy,Family,TVMovie",Andy Coyle,1h 24m,https://themoviedb.org/movie/789708
Fast & Furious Presents: Hobbs & Shaw,69.0,08/02/2019,"Action,Adventure,Comedy",David Leitch,2h 17m,https://themoviedb.org/movie/384018
"The Simpsons: The Good, the Bart, and the Loki",75.0,07/07/2021,"Animation,Comedy,Family",David Silverman,6m,https://themoviedb.org/movie/846214
Percy Jackson & the Olympians: The Lightning Thief,62.0,02/01/2010,"Adventure,Fantasy,Family",Chris Columbus,1h 58m,https://themoviedb.org/movie/32657
Phobias,53.0,02/28/2021,"Horror,Thriller","Camilla Belle,Maritte Lee Go,Joe Sill,Jess Varley,Chris von Hoffmann",1h 25m,https://themoviedb.org/movie/793967
Time Is Up,63.0,09/09/2021,"Romance,Drama",Elisa Amoruso,1h 48m,https://themoviedb.org/movie/763148
Encounter,65.0,12/03/2021,"Adventure,Drama",Michael Pearce,1h 48m,https://themoviedb.org/movie/728526
Spirit Untamed,75.0,06/04/2021,"Animation,Adventure,Family,Western",Elaine Bogan,1h 28m,https://themoviedb.org/movie/637693
Toy Story 2,76.0,11/24/1999,"Animation,Comedy,Family",John Lasseter,1h 32m,https://themoviedb.org/movie/863
PAW Patrol: Jet To The Rescue,70.0,09/10/2020,"Family,Animation",Charles E. Bastien,56m,https://themoviedb.org/movie/743439
Narco Sub,67.0,01/22/2021,"Action,Drama,Crime",Shawn Welling,1h 33m,https://themoviedb.org/movie/706972
Thor: Love and Thunder,0.0,07/08/2022,"Action,Adventure,Fantasy",Taika Waititi,NAN,https://themoviedb.org/movie/616037
Monster Family 2,70.0,01/13/2021,"Animation,Family",Holger Tappe,1h 43m,https://themoviedb.org/movie/823609
Thor,68.0,04/29/2011,"Adventure,Fantasy,Action",Kenneth Branagh,1h 55m,https://themoviedb.org/movie/10195
Sooryavanshi,58.0,11/05/2021,"Action,Crime,Thriller",Rohit Shetty,2h 25m,https://themoviedb.org/movie/592508
Spider-Man,72.0,05/24/2002,"Fantasy,Action",Sam Raimi,2h 1m,https://themoviedb.org/movie/557
It’s Your Fault That My Heart Beats,45.0,06/04/2021,"Romance,Drama",Hiroto Takahashi,NAN,https://themoviedb.org/movie/803279
Redeeming Love,76.0,01/21/2022,"Drama,History,Romance",D. J. Caruso,2h 14m,https://themoviedb.org/movie/698508
Mickey and Minnie Wish Upon a Christmas,70.0,12/24/2021,Animation,Broni Likomanov,47m,https://themoviedb.org/movie/864390
Harry Potter 20th Anniversary: Return to Hogwarts,78.0,01/01/2022,Documentary,"Joe Pearlman,Casey Patterson,Eran Creevy,Giorgio Testi",1h 43m,https://themoviedb.org/movie/899082
Against the Ice,69.0,03/02/2022,"Adventure,History,Drama",Peter Flinth,1h 41m,https://themoviedb.org/movie/836009
LOL Surprise: The Movie,69.0,10/08/2021,"Animation,Family",Alex Kamb,47m,https://themoviedb.org/movie/882206
The Marksman,70.0,01/15/2021,"Action,Thriller,Crime,Adventure",Robert Lorenz,1h 48m,https://themoviedb.org/movie/634528
"Barbie: Big City, Big Dreams",71.0,08/20/2021,"Animation,Music,Family",Scott Pleydell-Pearce,1h 2m,https://themoviedb.org/movie/850818
Mulan,70.0,09/04/2020,"Adventure,Fantasy,Drama",Niki Caro,1h 55m,https://themoviedb.org/movie/337401
Swim,70.0,08/13/2021,"Horror,Action",Jared Cohn,1h 27m,https://themoviedb.org/movie/861057
Fury,75.0,10/31/2014,"War,Drama,Action",David Ayer,2h 15m,https://themoviedb.org/movie/228150
Don't Look Up,72.0,12/08/2021,"Comedy,Drama,ScienceFiction",Adam McKay,2h 18m,https://themoviedb.org/movie/646380
The Fallout,74.0,01/17/2022,Drama,Megan Park,1h 36m,https://themoviedb.org/movie/795514
Pacific Rim,68.0,07/12/2013,"Action,ScienceFiction,Adventure",Guillermo del Toro,2h 11m,https://themoviedb.org/movie/68726
Rescued by Ruby,71.0,03/17/2022,"Family,Drama",Katt Shea,1h 33m,https://themoviedb.org/movie/921655
Mulan,79.0,06/18/1998,"Animation,Family,Adventure","Tony Bancroft,Barry Cook",1h 28m,https://themoviedb.org/movie/10674
Last Night in Soho,75.0,11/12/2021,"Thriller,Horror,Mystery",Edgar Wright,1h 57m,https://themoviedb.org/movie/576845
Dragon Ball Z: Broly – Second Coming,67.0,03/12/1994,"Animation,Action,ScienceFiction",Shigeyasu Yamauchi,48m,https://themoviedb.org/movie/44251
Cinderella,70.0,03/04/1950,"Family,Fantasy,Animation,Romance","Hamilton Luske,Clyde Geronimi,Wilfred Jackson",1h 14m,https://themoviedb.org/movie/11224
The Harder They Fall,67.0,10/22/2021,Western,Jeymes Samuel,2h 19m,https://themoviedb.org/movie/618162
Rurouni Kenshin: The Beginning,78.0,06/04/2021,"Action,Adventure,Drama",Keishi Ōtomo,2h 18m,https://themoviedb.org/movie/672322
Army of the Dead,63.0,05/14/2021,"Action,Crime,Horror,Thriller",Zack Snyder,2h 28m,https://themoviedb.org/movie/503736
Major Grom: Plague Doctor,68.0,04/01/2021,"Action,Adventure",Oleg Trofim,2h 16m,https://themoviedb.org/movie/529106
Three Steps Above Heaven,78.0,12/03/2010,"Romance,Drama",Fernando González Molina,2h 2m,https://themoviedb.org/movie/61979
Once Upon a Snowman,69.0,10/23/2020,"Animation,Family,Comedy,Fantasy","Trent Correy,Dan Abraham",7m,https://themoviedb.org/movie/741074
The Hangover,73.0,06/05/2009,Comedy,Todd Phillips,1h 40m,https://themoviedb.org/movie/18785
Ted 2,63.0,06/26/2015,Comedy,Seth MacFarlane,1h 55m,https://themoviedb.org/movie/214756
The Conjuring 2,73.0,06/10/2016,"Horror,Thriller",James Wan,2h 14m,https://themoviedb.org/movie/259693
World War Z,68.0,06/21/2013,"Action,Drama,Horror,ScienceFiction,Thriller",Marc Forster,1h 56m,https://themoviedb.org/movie/72190
The Parent Trap,71.0,07/29/1998,"Comedy,Family",Nancy Meyers,2h 8m,https://themoviedb.org/movie/9820
Peter Rabbit 2: The Runaway,73.0,06/18/2021,"Family,Comedy,Adventure,Animation,Fantasy",Will Gluck,1h 33m,https://themoviedb.org/movie/522478
Gunpowder Milkshake,64.0,07/14/2021,"Action,Crime,Thriller",Navot Papushado,1h 54m,https://themoviedb.org/movie/574060
Joker,82.0,10/02/2019,"Crime,Thriller,Drama",Todd Phillips,2h 2m,https://themoviedb.org/movie/475557
Teen Titans Go! See Space Jam,68.0,07/27/2021,"Animation,Action,Adventure,Comedy,Family,Fantasy,ScienceFiction",Peter Rida Michail,1h 20m,https://themoviedb.org/movie/834404
Ratatouille,78.0,06/29/2007,"Animation,Comedy,Family,Fantasy",Brad Bird,1h 51m,https://themoviedb.org/movie/2062
Tyler Perry's A Madea Homecoming,69.0,02/25/2022,Comedy,Tyler Perry,1h 45m,https://themoviedb.org/movie/845404
El amarre,71.0,10/21/2021,Horror,Tamae Garateguy,1h 17m,https://themoviedb.org/movie/676840
Incredibles 2,75.0,06/22/2018,"Action,Adventure,Animation,Family",Brad Bird,1h 58m,https://themoviedb.org/movie/260513
Matando Cabos 2: La Máscara del Máscara,78.0,10/01/2021,"Action,Comedy,Adventure",Alejandro Lozano,1h 42m,https://themoviedb.org/movie/772436
Titanic,79.0,04/06/2012,"Drama,Romance",James Cameron,3h 14m,https://themoviedb.org/movie/597
The Vault,70.0,03/11/2021,"Crime,Action,Thriller",Jaume Balagueró,1h 58m,https://themoviedb.org/movie/630004
Pokémon Detective Pikachu,70.0,05/10/2019,"Action,Adventure,Fantasy",Rob Letterman,1h 45m,https://themoviedb.org/movie/447404
Twilight,63.0,11/21/2008,"Fantasy,Drama,Romance",Catherine Hardwicke,2h 2m,https://themoviedb.org/movie/8966
Tom Clancy's Without Remorse,71.0,04/29/2021,"Action,Thriller",Stefano Sollima,1h 49m,https://themoviedb.org/movie/567189
Polar Bear,83.0,04/22/2022,Documentary,"Alastair Fothergill,Jeff Wilson",1h 24m,https://themoviedb.org/movie/927070
Ice Age: Dawn of the Dinosaurs,67.0,07/03/2009,"Animation,Comedy,Family,Adventure",Carlos Saldanha,1h 34m,https://themoviedb.org/movie/8355
Nobody,82.0,08/27/2021,"Action,Crime,Thriller",Ilya Naishuller,1h 32m,https://themoviedb.org/movie/615457
"Sex, Shame and Tears 2",46.0,02/04/2022,"Comedy,Drama",Alonso Iñiguez,1h 58m,https://themoviedb.org/movie/930701
Vanguard,63.0,09/30/2020,"Action,Adventure,Crime",Stanley Tong,1h 47m,https://themoviedb.org/movie/604822
Redemption Day,62.0,01/08/2021,Action,Hicham Hajji,1h 40m,https://themoviedb.org/movie/767304
Weathering with You,81.0,07/19/2019,"Animation,Drama,Fantasy,Romance",Makoto Shinkai,1h 52m,https://themoviedb.org/movie/568160
Deadpool 2,75.0,05/18/2018,"Action,Comedy,Adventure",David Leitch,1h 59m,https://themoviedb.org/movie/383498
Frozen,73.0,11/27/2013,"Animation,Family,Adventure,Fantasy","Jennifer Lee,Chris Buck",1h 42m,https://themoviedb.org/movie/109445
The Princess and the Frog,71.0,12/10/2009,"Romance,Family,Animation","Ron Clements,John Musker",1h 38m,https://themoviedb.org/movie/10198
365 Days,70.0,02/07/2020,"Romance,Drama","Tomasz Mandes,Barbara Bialowas",1h 56m,https://themoviedb.org/movie/664413
Nobody Sleeps in the Woods Tonight 2,41.0,10/27/2021,"Horror,Thriller,Comedy",Bartosz M. Kowalski,1h 37m,https://themoviedb.org/movie/871964
The Exorcism of Carmen Farias,62.0,05/05/2021,Horror,Rodrigo Fiallega,1h 33m,https://themoviedb.org/movie/675024
Evangelion: 3.0+1.0 Thrice Upon a Time,84.0,03/08/2021,"Animation,Action,ScienceFiction,Drama",Hideaki Anno,2h 35m,https://themoviedb.org/movie/283566
Me Before You,79.0,06/03/2016,"Drama,Romance",Thea Sharrock,1h 50m,https://themoviedb.org/movie/296096
Last Shoot Out,65.0,12/03/2021,"Western,Action,Thriller",Michael Feifer,1h 26m,https://themoviedb.org/movie/887767
Dog,73.0,02/18/2022,"Drama,Comedy","Reid Carolin,Channing Tatum",1h 42m,https://themoviedb.org/movie/626735
